2020/08/19 13:31:54.854 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 11:59:28.407 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 11:59:28.407 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:00:42.514 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:00:42.514 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:01:56.272 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:01:56.272 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:02:32.966 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:02:32.966 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:03:06.929 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:03:06.929 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:04:24.891 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:04:24.892 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:04:39.376 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:04:39.376 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:06:13.212 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:06:13.212 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:09:21.929 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:09:21.929 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:09:32.014 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:09:32.014 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:13:12.688 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:13:12.688 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:13:22.810 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:13:22.810 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:13:47.785 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:13:47.785 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:14:50.258 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:14:50.258 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:14:53.144 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:14:53.144 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:15:49.172 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:15:49.172 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:21:01.759 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:21:01.759 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:21:46.212 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:21:46.212 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:22:19.106 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:22:19.107 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:26:02.804 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:26:02.804 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:26:40.777 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:26:40.777 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:29:51.709 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:29:51.710 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:31:00.695 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:31:00.695 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:32:33.525 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:32:33.525 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:33:25.239 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:33:25.239 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:38:18.272 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:38:18.272 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:39:30.520 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:39:30.520 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:40:46.585 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:40:46.586 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:40:49.393 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:40:49.394 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:40:56.761 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:40:56.761 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:41:09.124 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:41:09.124 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:42:29.438 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:42:29.438 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
2020/09/07 12:45:00.600 [E]  Connect to the redis host 127.0.0.1:6379 failed
2020/09/07 12:45:00.600 [E]  dial tcp 127.0.0.1:6379: connectex: No connection could be made because the target machine actively refused it.
